"106年02月15日 三大法人買賣超日報"
"證券代號","證券名稱","外資買進股數","外資賣出股數","外資買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
"2423","固緯            ","61,000","0","61,000","0","0","0","0","0","0","0","0","0","0","61,000",
"2032","新鋼            ","63,000","2,000","61,000","0","0","0","0","0","0","0","0","0","0","61,000",
"3596","智易            ","268,000","88,000","180,000","0","0","0","-119,000","1,000","74,000","-73,000","126,000","172,000","-46,000","61,000",
"9927","泰銘            ","64,000","3,000","61,000","0","0","0","0","0","0","0","0","0","0","61,000",
"2911","麗嬰房          ","61,000","0","61,000","0","0","0","0","0","0","0","0","0","0","61,000",
"8429","金麗-KY         ","184,000","124,000","60,000","0","0","0","0","0","0","0","0","0","0","60,000",
"2467","志聖            ","288,000","227,000","61,000","0","0","0","-1,000","0","1,000","-1,000","0","0","0","60,000",
"1720","生達            ","61,000","1,000","60,000","0","0","0","0","0","0","0","0","0","0","60,000",
="00645","富邦日本        ","0","0","0","0","0","0","58,000","0","0","0","73,000","15,000","58,000","58,000",
"6525","捷敏-KY         ","62,000","4,000","58,000","0","0","0","0","0","0","0","0","0","0","58,000",
"4142","國光生          ","66,000","12,000","54,000","0","0","0","3,000","3,000","0","3,000","0","0","0","57,000",
"3030","德律            ","73,000","17,000","56,000","0","0","0","1,000","1,000","0","1,000","0","0","0","57,000",
"5515","建國            ","57,000","0","57,000","0","0","0","0","0","0","0","0","0","0","57,000",
"3356","奇偶            ","62,000","5,000","57,000","0","0","0","0","0","0","0","0","0","0","57,000",
"8422","可寧衛          ","228,000","151,726","76,274","0","0","0","-20,000","0","20,000","-20,000","0","0","0","56,274",
"2524","京城            ","59,000","2,000","57,000","0","0","0","-1,000","0","1,000","-1,000","0","0","0","56,000",
"2612","中航            ","94,000","28,000","66,000","0","0","0","-11,000","20,000","31,000","-11,000","0","0","0","55,000",
"5007","三星            ","66,000","42,000","24,000","0","0","0","31,000","31,000","0","31,000","0","0","0","55,000",
"3024","憶聲            ","81,000","27,000","54,000","0","0","0","0","0","0","0","0","0","0","54,000",
"1517","利奇            ","54,000","0","54,000","0","0","0","0","0","0","0","0","0","0","54,000",
"3504","揚明光          ","56,000","2,000","54,000","0","0","0","0","0","0","0","0","0","0","54,000",
"3494","誠研            ","51,000","4,000","47,000","0","0","0","5,000","7,000","2,000","5,000","0","0","0","52,000",
"3605","宏致            ","59,000","7,000","52,000","0","0","0","0","0","0","0","0","0","0","52,000",
"2013","中鋼構          ","52,000","0","52,000","0","0","0","0","0","0","0","0","0","0","52,000",
"1440","南紡            ","303,000","255,000","48,000","0","0","0","1,000","1,000","0","1,000","0","0","0","49,000",
"2486","一詮            ","62,000","13,000","49,000","0","0","0","0","0","0","0","0","0","0","49,000",
"2107","厚生            ","238,000","198,000","40,000","0","0","0","9,000","9,000","0","9,000","0","0","0","49,000",
"5234","達興材料        ","50,000","1,000","49,000","0","0","0","0","0","0","0","0","0","0","49,000",
"9935","慶豐富          ","66,000","17,000","49,000","0","0","0","0","2,000","2,000","0","0","0","0","49,000",
"1444","力麗            ","343,000","295,000","48,000","0","0","0","0","0","0","0","0","0","0","48,000",
"6442","光聖            ","49,000","2,000","47,000","0","0","0","0","0","0","0","0","0","0","47,000",
"4984","科納-KY         ","72,000","25,000","47,000","0","0","0","0","0","0","0","0","0","0","47,000",
"5521","工信            ","115,000","64,000","51,000","0","0","0","-6,000","0","6,000","-6,000","0","0","0","45,000",
"8101","華冠            ","45,000","0","45,000","0","0","0","0","0","0","0","0","0","0","45,000",
"5434","崇越            ","160,000","88,000","72,000","6,000","0","6,000","-33,000","9,000","43,000","-34,000","1,000","0","1,000","45,000",
"2616","山隆            ","46,000","2,000","44,000","0","0","0","0","0","0","0","0","0","0","44,000",
"1519","華城            ","48,000","4,000","44,000","0","0","0","0","0","0","0","0","0","0","44,000",
"3050","鈺德            ","52,000","8,000","44,000","0","0","0","0","0","0","0","0","0","0","44,000",
"4927","泰鼎-KY         ","79,000","35,000","44,000","0","0","0","0","0","0","0","0","0","0","44,000",
"1503","士電            ","52,000","7,000","45,000","0","0","0","-2,000","1,000","3,000","-2,000","0","0","0","43,000",
"3090","日電貿          ","43,000","0","43,000","0","0","0","0","0","0","0","0","0","0","43,000",
"2425","承啟            ","47,000","5,000","42,000","0","0","0","0","0","0","0","0","0","0","42,000",
"3561","昇陽光電        ","220,000","179,000","41,000","0","0","0","0","1,000","1,000","0","0","0","0","41,000",
"4968","立積            ","68,000","64,000","4,000","36,000","0","36,000","0","0","0","0","0","0","0","40,000",
"6189","豐藝            ","43,000","3,000","40,000","0","0","0","0","0","0","0","0","0","0","40,000",
="0054","元大台商50      ","0","0","0","0","0","0","40,000","0","0","0","40,000","0","40,000","40,000",
"3058","立德            ","48,000","8,000","40,000","0","0","0","0","0","0","0","0","0","0","40,000",
"8163","達方            ","58,000","12,000","46,000","0","0","0","-6,000","4,000","10,000","-6,000","0","0","0","40,000",
"2904","匯僑            ","40,000","0","40,000","0","0","0","0","0","0","0","0","0","0","40,000",
"9946","三發地產        ","40,000","0","40,000","0","0","0","0","0","0","0","0","0","0","40,000",
"4977","眾達-KY         ","65,000","37,000","28,000","0","0","0","12,000","22,000","10,000","12,000","0","0","0","40,000",
"9908","大台北          ","39,000","0","39,000","0","0","0","0","0","0","0","0","0","0","39,000",
"8011","台通            ","60,000","21,000","39,000","0","0","0","0","0","0","0","0","0","0","39,000",
"1906","寶隆            ","83,000","111,000","-28,000","0","0","0","66,000","90,000","24,000","66,000","0","0","0","38,000",
"1419","新紡            ","48,000","10,000","38,000","0","0","0","0","0","0","0","0","0","0","38,000",
"3031","佰鴻            ","48,000","18,000","30,000","0","0","0","8,000","8,000","0","8,000","0","0","0","38,000",
"2359","所羅門          ","44,000","6,000","38,000","0","0","0","0","0","0","0","0","0","0","38,000",
"1110","東泥            ","38,000","0","38,000","0","0","0","0","0","0","0","0","0","0","38,000",
"8473","山林水          ","38,000","1,000","37,000","0","0","0","1,000","1,000","0","1,000","0","0","0","38,000",
"2613","中櫃            ","47,000","1,091","45,909","0","0","0","-8,000","3,000","11,000","-8,000","0","0","0","37,909",
"3311","閎暉            ","92,000","55,000","37,000","0","0","0","0","0","0","0","0","0","0","37,000",
"5525","順天            ","37,000","0","37,000","0","0","0","0","0","0","0","0","0","0","37,000",
"2852","第一保          ","62,000","25,000","37,000","0","0","0","0","0","0","0","0","0","0","37,000",
"6112","聚碩            ","38,000","1,000","37,000","0","0","0","0","0","0","0","0","0","0","37,000",
"1321","大洋            ","51,000","13,000","38,000","0","0","0","-1,000","0","1,000","-1,000","0","0","0","37,000",
"4952","凌通            ","40,000","3,000","37,000","0","0","0","0","0","0","0","0","0","0","37,000",
"2038","海光            ","45,000","8,000","37,000","0","0","0","0","0","0","0","0","0","0","37,000",
"910861","神州-DR         ","36,000","0","36,000","0","0","0","0","0","0","0","0","0","0","36,000",
"4306","炎洲            ","41,000","5,000","36,000","0","0","0","0","0","0","0","0","0","0","36,000",
"3025","星通            ","35,000","0","35,000","0","0","0","0","0","0","0","0","0","0","35,000",
"1442","名軒            ","35,000","0","35,000","0","0","0","0","0","0","0","0","0","0","35,000",
"3257","虹冠電          ","48,000","14,000","34,000","0","0","0","0","0","0","0","0","0","0","34,000",
"6224","聚鼎            ","30,000","1,000","29,000","0","0","0","5,000","5,000","0","5,000","0","0","0","34,000",
"2305","全友            ","49,000","13,000","36,000","0","0","0","-2,000","0","2,000","-2,000","0","0","0","34,000",
"6226","光鼎            ","34,000","0","34,000","0","0","0","0","0","0","0","0","0","0","34,000",
"2701","萬企            ","33,000","0","33,000","0","0","0","0","0","0","0","0","0","0","33,000",
"6166","凌華            ","250,000","163,000","87,000","0","54,000","-54,000","0","0","0","0","0","0","0","33,000",
"2008","高興昌          ","64,000","31,000","33,000","0","0","0","0","1,000","1,000","0","0","0","0","33,000",
"1432","大魯閣          ","33,000","0","33,000","0","0","0","0","0","0","0","0","0","0","33,000",
"1423","利華            ","33,000","0","33,000","0","0","0","0","0","0","0","0","0","0","33,000",
"9905","大華            ","34,000","2,000","32,000","0","0","0","0","0","0","0","0","0","0","32,000",
"2456","奇力新          ","419,000","52,000","367,000","32,000","343,000","-311,000","-24,000","48,000","53,000","-5,000","4,000","23,000","-19,000","32,000",
"1219","福壽            ","34,000","0","34,000","0","0","0","-2,000","0","2,000","-2,000","0","0","0","32,000",
"6136","富爾特          ","32,000","0","32,000","0","0","0","0","0","0","0","0","0","0","32,000",
"2012","春雨            ","31,000","0","31,000","0","0","0","1,000","1,000","0","1,000","0","0","0","32,000",
"1614","三洋電          ","34,000","2,000","32,000","0","0","0","0","0","0","0","0","0","0","32,000",
"1539","巨庭            ","39,000","8,000","31,000","0","0","0","0","0","0","0","0","0","0","31,000",
"9943","好樂迪          ","32,000","1,000","31,000","0","0","0","0","0","0","0","0","0","0","31,000",
"1103","嘉泥            ","90,000","53,000","37,000","0","0","0","-6,000","0","6,000","-6,000","0","0","0","31,000",
"1715","萬洲            ","35,000","4,000","31,000","0","0","0","0","0","0","0","0","0","0","31,000",
"4164","承業醫          ","14,000","1,000","13,000","0","0","0","17,000","17,000","0","17,000","0","0","0","30,000",
"6243","迅杰            ","35,000","5,000","30,000","0","0","0","0","0","0","0","0","0","0","30,000",
"2484","希華            ","47,000","17,000","30,000","0","0","0","0","0","0","0","0","0","0","30,000",
"1709","和益            ","311,000","235,677","75,323","0","0","0","-46,000","0","46,000","-46,000","0","0","0","29,323",
"3528","安馳            ","29,000","0","29,000","0","0","0","0","0","0","0","0","0","0","29,000",
"4104","佳醫            ","30,000","1,000","29,000","0","0","0","0","0","0","0","0","0","0","29,000",
"6605","帝寶            ","39,000","11,000","28,000","0","0","0","1,000","1,000","0","1,000","0","0","0","29,000",
"5533","皇鼎            ","29,000","0","29,000","0","0","0","0","0","0","0","0","0","0","29,000",
="00649","FH香港          ","0","0","0","0","0","0","29,000","0","0","0","99,000","70,000","29,000","29,000",
"3588","通嘉            ","33,000","5,000","28,000","0","0","0","0","0","0","0","0","0","0","28,000",
"2608","嘉里大榮        ","185,000","157,000","28,000","0","0","0","0","0","0","0","0","0","0","28,000",
"2705","六福            ","31,000","1,000","30,000","0","0","0","-2,000","0","2,000","-2,000","0","0","0","28,000",
"1203","味王            ","28,000","0","28,000","0","0","0","0","0","0","0","0","0","0","28,000",
"4144","康聯-KY         ","31,000","1,000","30,000","0","0","0","-2,000","0","2,000","-2,000","0","0","0","28,000",
"3028","增你強          ","27,000","0","27,000","0","0","0","0","0","0","0","0","0","0","27,000",
"5203","訊連            ","38,000","11,000","27,000","0","0","0","0","0","0","0","0","0","0","27,000",
"2727","王品            ","129,000","15,000","114,000","0","12,000","-12,000","-75,000","5,000","60,000","-55,000","13,000","33,000","-20,000","27,000",
"1531","高林股          ","27,000","0","27,000","0","0","0","0","0","0","0","0","0","0","27,000",
"3437","榮創            ","32,000","6,000","26,000","0","0","0","0","0","0","0","0","0","0","26,000",
"3094","聯傑            ","25,000","2,000","23,000","0","0","0","3,000","3,000","0","3,000","0","0","0","26,000",
"1528","恩德            ","24,000","0","24,000","0","0","0","2,000","2,000","0","2,000","0","0","0","26,000",
"8070","長華*           ","12,000","12,000","0","4,000","0","4,000","22,000","0","1,000","-1,000","36,000","13,000","23,000","26,000",
"6504","南六            ","33,000","4,000","29,000","15,000","22,000","-7,000","4,000","1,000","0","1,000","3,000","0","3,000","26,000",
"3033","威健            ","32,000","6,000","26,000","0","0","0","0","0","0","0","0","0","0","26,000",
"9906","欣巴巴          ","29,000","3,000","26,000","0","0","0","0","0","0","0","0","0","0","26,000",
"4119","旭富            ","97,000","71,000","26,000","0","0","0","0","0","0","0","0","0","0","26,000",
"5258","虹堡            ","34,000","8,000","26,000","0","0","0","0","0","0","0","0","0","0","26,000",
"2611","志信            ","29,000","4,000","25,000","0","0","0","0","0","0","0","0","0","0","25,000",
"9930","中聯資源        ","25,000","0","25,000","0","0","0","0","0","0","0","0","0","0","25,000",
"2459","敦吉            ","47,000","22,000","25,000","0","0","0","0","0","0","0","0","0","0","25,000",
"2059","川湖            ","103,000","57,000","46,000","0","65,000","-65,000","44,000","32,000","0","32,000","12,000","0","12,000","25,000",
"3015","全漢            ","25,000","0","25,000","0","0","0","0","0","0","0","0","0","0","25,000",
"8210","勤誠            ","38,000","14,000","24,000","0","0","0","0","0","0","0","0","0","0","24,000",
"6216","居易            ","39,000","15,000","24,000","0","0","0","0","0","0","0","0","0","0","24,000",
"3413","京鼎            ","40,000","37,000","3,000","0","0","0","21,000","21,000","0","21,000","0","0","0","24,000",
"2430","燦坤            ","24,000","0","24,000","0","0","0","0","0","0","0","0","0","0","24,000",
"2427","三商電          ","27,000","3,000","24,000","0","0","0","0","0","0","0","0","0","0","24,000",
"8411","福貞-KY         ","32,000","8,000","24,000","0","0","0","0","0","0","0","0","0","0","24,000",
"1109","信大            ","24,000","0","24,000","0","0","0","0","0","0","0","0","0","0","24,000",
"2034","允強            ","458,000","424,000","34,000","0","0","0","-10,000","0","0","0","1,000","11,000","-10,000","24,000",
"8222","寶一            ","32,000","11,000","21,000","0","0","0","2,000","2,000","0","2,000","0","0","0","23,000",
"2546","根基            ","25,000","0","25,000","0","0","0","-2,000","0","2,000","-2,000","0","0","0","23,000",
"2527","宏璟            ","23,000","0","23,000","0","0","0","0","0","0","0","0","0","0","23,000",
"2539","櫻花建          ","23,000","0","23,000","0","0","0","0","0","0","0","0","0","0","23,000",
"1439","中和            ","38,000","15,000","23,000","0","0","0","0","0","0","0","0","0","0","23,000",
"1521","大億            ","24,000","2,000","22,000","0","0","0","0","0","0","0","0","0","0","22,000",
"1413","宏洲            ","22,000","0","22,000","0","0","0","0","0","0","0","0","0","0","22,000",
="0053","元大電子        ","0","0","0","0","0","0","22,000","0","0","0","22,000","0","22,000","22,000",
"1323","永裕            ","42,000","20,000","22,000","0","0","0","0","1,000","1,000","0","0","0","0","22,000",
"5519","隆大            ","22,000","0","22,000","0","0","0","0","0","0","0","0","0","0","22,000",
"2421","建準            ","722,000","553,000","169,000","0","174,000","-174,000","27,000","27,000","0","27,000","0","0","0","22,000",
"6115","鎰勝            ","29,000","8,000","21,000","0","0","0","0","0","0","0","0","0","0","21,000",
"4976","佳凌            ","26,000","9,000","17,000","0","0","0","4,000","4,000","0","4,000","0","0","0","21,000",
"3060","銘異            ","227,000","191,000","36,000","0","0","0","-15,000","2,000","1,000","1,000","0","16,000","-16,000","21,000",
"9919","康那香          ","21,000","0","21,000","0","0","0","0","0","0","0","0","0","0","21,000",
"1515","力山            ","29,000","8,000","21,000","0","0","0","0","0","0","0","0","0","0","21,000",
"1611","中電            ","44,000","23,000","21,000","0","0","0","0","0","0","0","0","0","0","21,000",
"1471","首利            ","22,000","6,000","16,000","0","0","0","5,000","5,000","0","5,000","0","0","0","21,000",
"2444","兆勁            ","21,000","0","21,000","0","0","0","0","0","0","0","0","0","0","21,000",
"3055","蔚華科          ","50,000","29,000","21,000","0","0","0","0","0","0","0","0","0","0","21,000",
"2380","虹光            ","23,000","2,000","21,000","0","0","0","0","0","0","0","0","0","0","21,000",
"4934","太極            ","184,000","165,000","19,000","0","0","0","2,000","2,000","0","2,000","0","0","0","21,000",
"3052","夆典            ","23,000","2,000","21,000","0","0","0","0","0","0","0","0","0","0","21,000",
"1438","三地開發        ","21,000","1,000","20,000","0","0","0","0","0","0","0","0","0","0","20,000",
"9937","全國            ","20,000","0","20,000","0","0","0","0","0","0","0","0","0","0","20,000",
"1762","中化生          ","21,000","1,000","20,000","0","0","0","0","0","0","0","0","0","0","20,000",
"9958","世紀鋼          ","20,000","0","20,000","0","0","0","0","0","0","0","0","0","0","20,000",
"6277","宏正            ","48,000","9,000","39,000","0","20,000","-20,000","0","0","0","0","0","0","0","19,000",
"2062","橋椿            ","168,000","116,000","52,000","0","0","0","-33,000","0","33,000","-33,000","0","0","0","19,000",
"6477","安集            ","19,000","0","19,000","0","0","0","0","0","0","0","0","0","0","19,000",
"3669","圓展            ","20,000","0","20,000","0","0","0","-1,000","0","1,000","-1,000","0","0","0","19,000",
="00681R","元大美債20反1   ","0","0","0","0","0","0","19,000","0","0","0","19,000","0","19,000","19,000",
"2228","劍麟            ","35,000","13,000","22,000","0","5,000","-5,000","2,000","0","0","0","7,000","5,000","2,000","19,000",
"1516","川飛            ","19,000","0","19,000","0","0","0","0","0","0","0","0","0","0","19,000",
"2420","新巨            ","21,000","3,000","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
"2413","環科            ","18,000","0","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
"2302","麗正            ","18,000","0","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
"3266","昇陽            ","18,000","0","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
"4108","懷特            ","31,000","13,000","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
"2433","互盛電          ","18,000","0","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
"1454","台富            ","18,000","0","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
"5305","敦南            ","1,144,000","451,000","693,000","0","676,000","-676,000","1,000","1,000","0","1,000","0","0","0","18,000",
"1592","英瑞-KY         ","34,000","16,000","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
"2460","建通            ","18,000","0","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
"3305","昇貿            ","47,000","29,000","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
="0061","元大寶滬深      ","0","0","0","0","0","0","18,000","327,000","315,000","12,000","562,000","556,000","6,000","18,000",
"6201","亞弘電          ","18,000","0","18,000","0","0","0","0","0","0","0","0","0","0","18,000",
="006203","元大MSCI台灣    ","100,000","0","100,000","0","0","0","-83,000","0","0","0","0","83,000","-83,000","17,000",
"2414","精技            ","17,000","0","17,000","0","0","0","0","0","0","0","0","0","0","17,000",
"9926","新海            ","17,000","0","17,000","0","0","0","0","0","0","0","0","0","0","17,000",
"2906","高林            ","17,000","0","17,000","0","0","0","0","0","0","0","0","0","0","17,000",
"6422","君耀-KY         ","30,000","13,000","17,000","0","0","0","0","0","0","0","0","0","0","17,000",
"1724","台硝            ","17,000","0","17,000","0","0","0","0","0","0","0","0","0","0","17,000",
"3018","同開            ","16,000","0","16,000","0","0","0","0","0","0","0","0","0","0","16,000",
"2509","全坤建          ","16,000","0","16,000","0","0","0","0","0","0","0","0","0","0","16,000",
"1713","國化            ","16,000","0","16,000","0","0","0","0","0","0","0","0","0","0","16,000",
"4916","事欣科          ","25,000","9,000","16,000","0","0","0","0","0","0","0","0","0","0","16,000",
"1612","宏泰            ","57,000","42,000","15,000","0","0","0","1,000","1,000","0","1,000","0","0","0","16,000",
"1540","喬福            ","16,000","0","16,000","0","0","0","0","0","0","0","0","0","0","16,000",
"1731","美吾華          ","15,000","0","15,000","0","0","0","0","0","0","0","0","0","0","15,000",
"1512","瑞利            ","23,000","8,000","15,000","0","0","0","0","0","0","0","0","0","0","15,000",
"2109","華豐            ","41,000","24,000","17,000","0","0","0","-2,000","0","2,000","-2,000","0","0","0","15,000",
"2910","統領            ","15,000","0","15,000","0","0","0","0","0","0","0","0","0","0","15,000",
"2462","良得電          ","15,000","0","15,000","0","0","0","0","0","0","0","0","0","0","15,000",
"6184","大豐電          ","15,000","0","15,000","0","0","0","0","0","0","0","0","0","0","15,000",
"6117","迎廣            ","15,000","0","15,000","0","0","0","0","0","0","0","0","0","0","15,000",
"2114","鑫永銓          ","16,000","1,000","15,000","0","0","0","0","0","0","0","0","0","0","15,000",
"1603","華電            ","70,000","54,240","15,760","0","0","0","-1,000","0","1,000","-1,000","0","0","0","14,760",
"2478","大毅            ","29,000","0","29,000","0","0","0","-15,000","0","15,000","-15,000","0","0","0","14,000",
"3308","聯德            ","15,000","0","15,000","0","0","0","-1,000","0","1,000","-1,000","0","0","0","14,000",
"6177","達麗            ","17,000","3,000","14,000","0","0","0","0","0","0","0","0","0","0","14,000",
"1506","正道            ","14,000","0","14,000","0","0","0","0","0","0","0","0","0","0","14,000",
"1535","中宇            ","14,000","0","14,000","0","0","0","0","0","0","0","0","0","0","14,000",
"3557","嘉威            ","15,000","1,000","14,000","0","0","0","0","0","0","0","0","0","0","14,000",
"6192","巨路            ","25,000","11,000","14,000","0","0","0","0","0","0","0","0","0","0","14,000",
"1541","錩泰            ","37,000","3,000","34,000","0","20,000","-20,000","0","0","0","0","0","0","0","14,000",
"2453","凌群            ","14,000","0","14,000","0","0","0","0","0","0","0","0","0","0","14,000",
"8033","雷虎            ","14,000","0","14,000","0","0","0","0","0","0","0","0","0","0","14,000",
="00667","元大韓國        ","0","0","0","0","0","0","14,000","0","0","0","18,000","4,000","14,000","14,000",
"1449","佳和            ","13,000","0","13,000","0","0","0","0","0","0","0","0","0","0","13,000",
"9944","新麗            ","13,000","0","13,000","0","0","0","0","0","0","0","0","0","0","13,000",
"2731","雄獅            ","20,000","7,000","13,000","0","0","0","0","0","0","0","0","0","0","13,000",
"1732","毛寶            ","12,000","0","12,000","0","0","0","1,000","1,000","0","1,000","0","0","0","13,000",
"3515","華擎            ","13,000","0","13,000","0","0","0","0","0","0","0","0","0","0","13,000",
"1472","三洋紡          ","12,000","0","12,000","0","0","0","1,000","1,000","0","1,000","0","0","0","13,000",
"2397","友通            ","26,000","36,000","-10,000","0","0","0","22,000","22,000","0","22,000","0","0","0","12,000",
"1727","中華化          ","12,000","0","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"3550","聯穎            ","13,000","1,000","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"2434","統懋            ","12,000","0","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"2024","志聯            ","12,000","0","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"1725","元禎            ","12,000","0","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"2468","華經            ","8,000","0","8,000","0","0","0","4,000","4,000","0","4,000","0","0","0","12,000",
"1325","恆大            ","12,000","0","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"4755","三福化          ","12,000","0","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"5484","慧友            ","12,000","0","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"1734","杏輝            ","26,000","14,000","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"1726","永記            ","25,000","18,000","7,000","0","0","0","5,000","5,000","0","5,000","0","0","0","12,000",
"2483","百容            ","12,000","0","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"3454","晶睿            ","52,000","39,000","13,000","0","0","0","-1,000","1,000","2,000","-1,000","0","0","0","12,000",
"3054","立萬利          ","14,000","2,000","12,000","0","0","0","0","0","0","0","0","0","0","12,000",
"3312","弘憶股          ","12,000","1,000","11,000","0","0","0","0","0","0","0","0","0","0","11,000",
"1456","怡華            ","11,000","0","11,000","0","0","0","0","2,000","2,000","0","0","0","0","11,000",
"4190","佐登-KY         ","12,000","5,000","7,000","0","0","0","4,000","4,000","0","4,000","0","0","0","11,000",
"1466","聚隆            ","11,000","0","11,000","0","0","0","0","0","0","0","0","0","0","11,000",
"8463","潤泰材          ","9,000","0","9,000","0","0","0","2,000","2,000","0","2,000","0","0","0","11,000",
"3416","融程電          ","12,000","1,000","11,000","0","0","0","0","0","0","0","0","0","0","11,000",
"3002","歐格            ","11,000","0","11,000","0","0","0","0","0","0","0","0","0","0","11,000",
"8427","基勝-KY         ","12,000","1,000","11,000","0","0","0","0","0","0","0","0","0","0","11,000",
"9802","鈺齊-KY         ","26,000","47,000","-21,000","32,000","0","32,000","0","0","0","0","0","0","0","11,000",
"6141","柏承            ","14,000","5,000","9,000","0","0","0","2,000","7,000","5,000","2,000","0","0","0","11,000",
"2443","億麗            ","7,000","0","7,000","0","0","0","4,000","4,000","0","4,000","0","0","0","11,000",
"2375","凱美            ","13,000","2,000","11,000","0","0","0","0","0","0","0","0","0","0","11,000",
"5538","東明-KY         ","16,000","0","16,000","0","5,000","-5,000","0","0","0","0","0","0","0","11,000",
"1773","勝一            ","11,000","1,000","10,000","0","0","0","0","0","0","0","0","0","0","10,000",
"3059","華晶科          ","281,000","271,000","10,000","0","0","0","0","0","0","0","0","0","0","10,000",
"1445","大宇            ","15,000","5,000","10,000","0","0","0","0","0","0","0","0","0","0","10,000",
"3321","同泰            ","10,000","0","10,000","0","0","0","0","0","0","0","0","0","0","10,000",
"1809","中釉            ","13,000","3,000","10,000","0","0","0","0","0","0","0","0","0","0","10,000",
"2642","宅配通          ","10,000","0","10,000","0","0","0","0","0","0","0","0","0","0","10,000",
"1225","福懋油          ","10,000","0","10,000","0","0","0","0","0","0","0","0","0","0","10,000",
"4994","傳奇            ","42,000","32,000","10,000","0","0","0","0","0","0","0","0","0","0","10,000",
"3021","鴻名            ","10,000","0","10,000","0","0","0","0","0","0","0","0","0","0","10,000",
="00658L","國泰日本正2     ","0","0","0","0","0","0","10,000","0","0","0","63,000","53,000","10,000","10,000",
"1615","大山            ","12,000","1,000","11,000","0","0","0","-1,000","0","1,000","-1,000","0","0","0","10,000",
"4720","德淵            ","10,000","0","10,000","0","0","0","0","0","0","0","0","0","0","10,000",
"6155","鈞寶            ","9,000","0","9,000","0","0","0","0","0","0","0","0","0","0","9,000",
"2702","華園            ","9,000","0","9,000","0","0","0","0","0","0","0","0","0","0","9,000",
"1530","亞崴            ","9,000","0","9,000","0","0","0","0","0","0","0","0","0","0","9,000",
"1786","科妍            ","11,000","2,000","9,000","0","0","0","0","0","0","0","0","0","0","9,000",
"1232","大統益          ","16,000","7,000","9,000","0","0","0","0","0","0","0","0","0","0","9,000",
"4557","永新-KY         ","33,000","4,000","29,000","0","0","0","-20,000","0","20,000","-20,000","0","0","0","9,000",
"1468","昶和            ","8,000","0","8,000","0","0","0","1,000","1,000","0","1,000","0","0","0","9,000",
"1446","宏和            ","9,000","0","9,000","0","0","0","0","0","0","0","0","0","0","9,000",
"2739","寒舍            ","9,000","0","9,000","0","0","0","0","0","0","0","0","0","0","9,000",
"3432","台端            ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"2597","潤弘            ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"1233","天仁            ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"6405","悅城            ","7,000","0","7,000","0","0","0","1,000","2,000","1,000","1,000","0","0","0","8,000",
"1783","和康生          ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"1410","南染            ","9,000","0","9,000","0","0","0","-1,000","0","1,000","-1,000","0","0","0","8,000",
"2712","遠雄來          ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"8466","美吉吉-KY       ","9,000","1,000","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"1315","達新            ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"1236","宏亞            ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"1339","昭輝            ","9,000","2,000","7,000","0","0","0","1,000","1,000","0","1,000","0","0","0","8,000",
"3518","柏騰            ","9,000","1,000","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"3315","宣昶            ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"2540","愛山林          ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"1817","凱撒衛          ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
"1475","本盟            ","8,000","0","8,000","0","0","0","0","0","0","0","0","0","0","8,000",
